"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1773126914850394141","Wed Mar 27 23:16:14 +0000 2024","6","techbros on suicide watch https://t.co/GczGWVKhv0","1773126914850394141","https://pbs.twimg.com/media/GJtph_uXMAAUYiv.png","","en","Sanatorium Berghof","1","1","0","https://twitter.com/zeit_sinn/status/1773126914850394141","1268863440506011648","zeit_sinn"
"1773455541001720262","Thu Mar 28 21:02:04 +0000 2024","8","why do techbros hallucinate ChatGPT making an electric motor spinning a wheel better https://t.co/HVR0Mm60ni","1773455541001720262","https://pbs.twimg.com/media/GJyUaj4akAAopBe.png","","en","Combined Syndicates of America","0","1","0","https://twitter.com/Beta8088_Proto/status/1773455541001720262","1386546418899308545","Beta8088_Proto"
"1773052789599490323","Wed Mar 27 18:21:41 +0000 2024","2983","Do you remember all the NFT wash trading? You know people moving money back and forth to make it look like NFTs were way more valuable when in fact it was just one entity shuffling their own money around? Now have you seen *how hard* techbros are pushing AI? I'm just sayin.","1773052789599490323","","","en","Charleston, SC","5","28","1116","https://twitter.com/Nash076/status/1773052789599490323","122711186","Nash076"
"1774514494435148188","Mon Apr 01 03:11:26 +0000 2024","6","@StatsGH TechBros posted this on Jiji in Dec 23 https://t.co/XKbfE2ck77","1774635656687538661","https://pbs.twimg.com/media/GKDFtxxWIAAhT_b.jpg","StatsGH","en","","0","3","3","https://twitter.com/rabotsigah/status/1774635656687538661","99465527","rabotsigah"
"1773930384478384514","Sat Mar 30 04:28:56 +0000 2024","9","oh pantas kenapa techbros dibilang kurang sensitif","1773930384478384514","","","in","Timika","0","1","1","https://twitter.com/superdoraemon/status/1773930384478384514","127419885","superdoraemon"
"1772988395259560164","Wed Mar 27 14:05:48 +0000 2024","29","to be fair without catqeel i wouldnt know these cool techbros people","1772988395259560164","","","en","","1","2","2","https://twitter.com/nrmnqdds/status/1772988395259560164","1058593676803239936","nrmnqdds"
"1775556408748212536","Wed Apr 03 16:10:10 +0000 2024","7","Tadi ngeliat debat techbros yang udh gk jadi techbros di tiktok comment wkwkwk. ternyata bahasan tech winter laku keras banget di tiktok yah.","1775556408748212536","","","in","Jakarta Selatan, DKI Jakarta","0","4","0","https://twitter.com/fahreziadhaa/status/1775556408748212536","1629846316540137475","fahreziadhaa"
"1774531826012602500","Sun Mar 31 20:18:51 +0000 2024","66","no comp sci is full of weird elon-loving misogynistic techbros and maybe 2 women","1774531826012602500","","","en","","0","1","2","https://twitter.com/suncaatcher/status/1774531826012602500","1733071144767635456","suncaatcher"
"1775171729582879082","Tue Apr 02 16:42:27 +0000 2024","0","@bongcoy_ join Discord KodingAjaDulu kal cult techbros disitu wkwk","1775202142825099538","","bongcoy_","in","","0","1","0","https://twitter.com/HidayatTaufiqur/status/1775202142825099538","1657590902","HidayatTaufiqur"
"1774727641263972424","Mon Apr 01 09:16:57 +0000 2024","7","we really need a pun police for techbros. this is getting out of hand","1774727641263972424","","","en","Switzerland","0","2","2","https://twitter.com/luvkrafsec/status/1774727641263972424","1699788573271371776","luvkrafsec"
"1774213179393843491","Sat Mar 30 23:12:39 +0000 2024","11","My issue with a lot of NG tech startups is that they just want billions of investor capital to reinvent the wheel but sometimes real innovation comes from creating solutions to hard problems with limited resources. not these guys they just want to ball &amp; cosplay as techbros.","1774213179393843491","","","en","Offshore ","0","2","3","https://twitter.com/WesternOligarch/status/1774213179393843491","1331203409010188291","WesternOligarch"
"1773567324945043917","Fri Mar 29 04:26:16 +0000 2024","11","any techbros nak lepak moreh area shah alam? sembang pasal kucing &amp; life sambil layan kopi","1773567324945043917","","","in","Shah Alam, Malaysia","0","2","2","https://twitter.com/waiee_z/status/1773567324945043917","801775298131824640","waiee_z"
"1774523173968793970","Sun Mar 31 19:44:28 +0000 2024","4","The more I read about AI the more I need techbros to drop dead","1774523173968793970","","","en","under and behind","1","1","0","https://twitter.com/dorknessdevil/status/1774523173968793970","1612922417609076736","dorknessdevil"
"1774097836612919606","Sat Mar 30 15:34:20 +0000 2024","58","Talking of ways we can bring HOTS to better heights - tiktok trends is a great tool. Keep it away from anything kpop. Try niche circles - can the beauty &amp; makeup community have fun with any lyric? Can students? Or techbros? Or sports fans? WE ARE GP. We can make it work.","1774097836612919606","","","en","updates acc","0","2","41","https://twitter.com/hobireminders/status/1774097836612919606","1610160615930351621","hobireminders"
"1774527966992617594","Sun Mar 31 20:03:31 +0000 2024","15","So COCOBOD bought those chinese keyboard from TechBros at GHS4 500 each? $350 for a keyboard? This is next level stealing &amp; abuse of state power!!!! @receiptsguy @rowalkerghana @Bridget_Otoo @AnnanPerry https://t.co/rilkyL3upu","1774527966992617594","https://pbs.twimg.com/media/GKBjyAuXEAAW6M4.jpg","","en","","2","5","13","https://twitter.com/nii_brown1/status/1774527966992617594","1573692172502802433","nii_brown1"
"1773402625524089154","Thu Mar 28 17:31:48 +0000 2024","6","lmfao the state of techbros such losers","1773402625524089154","","","en","","0","0","0","https://twitter.com/mushhpit/status/1773402625524089154","1015564175047905280","mushhpit"
"1775524594197111260","Wed Apr 03 14:03:45 +0000 2024","2","I think I am going to start ValleyWag but covering doomers decels and anti-techbros. Their hubris and power is out of control.","1775524594197111260","","","en","","0","0","0","https://twitter.com/LouisAnslow/status/1775524594197111260","1010176645523820544","LouisAnslow"
"1773620327056052313","Fri Mar 29 07:56:52 +0000 2024","7","Techbros preaching AI leading to abundance they mean more for them nothing for us ..","1773620327056052313","","","en","@animaveromundi.bsky.social","0","1","1","https://twitter.com/AnimaVeroMundi/status/1773620327056052313","1347367407027945476","AnimaVeroMundi"
"1775417136476770702","Wed Apr 03 06:56:45 +0000 2024","13","The Juicero möbius-strip that is silicon valley techbros just keeps on a-spinnin","1775417136476770702","","","en","Shanghai, China","0","2","2","https://twitter.com/thocpodcast/status/1775417136476770702","2415258666","thocpodcast"
"1775164764919844992","Tue Apr 02 14:13:55 +0000 2024","13","Eventually inclusivity will go too far and include straight white techbros.","1775164764919844992","","","en","England","0","1","1","https://twitter.com/PositivFuturist/status/1775164764919844992","1654062135767441408","PositivFuturist"
"1772656191404978417","Tue Mar 26 16:05:45 +0000 2024","270","Designer twink and techbros trope jaedo au where they work in this indie developer agency from afar and never seen each others face but one time they have the same meeting schedule at the office and theyre gagged at how attractive the others are https://t.co/Qzl3ghDSqa","1772656191404978417","https://pbs.twimg.com/media/GJm9Z9ia0AA-xcJ.jpg","","en","RPS/aus | 
minor dni🙇‍♂️","6","1","61","https://twitter.com/czenslayer/status/1772656191404978417","1566350765324570624","czenslayer"
"1775208229880172734","Tue Apr 02 17:06:38 +0000 2024","13","gymbros techbros finbros csk fans icse boys guitarists tote bag boys i can keep going on if y'all want","1775208229880172734","","","en","","1","7","0","https://twitter.com/reginasmeangirl/status/1775208229880172734","1347500030094032896","reginasmeangirl"
"1773830284091310237","Fri Mar 29 22:01:49 +0000 2024","203","Remember if you're a climate advocate the techbros are NOT your friends.","1773832964679295057","","MichaelEMann","en","University of Pennsylvania","2","7","41","https://twitter.com/MichaelEMann/status/1773832964679295057","384923143","MichaelEMann"
"1774355854738731462","Sun Mar 31 08:39:36 +0000 2024","4","so many of the anti-AI folk are luddites but so many of the pro-AI folk are techbros and reactionaries. sigh","1774355854738731462","","","en","Any/All, Somewhere in Atlanta ","0","1","1","https://twitter.com/UnrealWative/status/1774355854738731462","1448822522225610757","UnrealWative"
"1775538238502961274","Wed Apr 03 14:57:58 +0000 2024","1","Techbros really need to stop focusing on GenAI applied to the arts and music it's getting old and it's literally not e/acc https://t.co/iyDhlWsXEU","1775538238502961274","https://pbs.twimg.com/tweet_video_thumb/GKP6ncQX0AAZiiy.jpg","","en","","0","0","0","https://twitter.com/ArtsolitNox/status/1775538238502961274","389263140","ArtsolitNox"
"1775243907988668488","Tue Apr 02 19:28:24 +0000 2024","6","Its all a grift AI Tech is nowhere near techbros want you to believe it is. Its the space race all over again.","1775243907988668488","","","en","Deutschland","0","1","1","https://twitter.com/itstimetohosh/status/1775243907988668488","958702625058361345","itstimetohosh"
"1775375433074401556","Wed Apr 03 04:11:02 +0000 2024","6"," The evil techbros want kids to learn math so they can *points angrily* cure CANCER *horrified gasps*","1775375433074401556","","","en","","0","1","0","https://twitter.com/ATTlKA/status/1775375433074401556","1391237671","ATTlKA"
"1773090117713895819","Wed Mar 27 20:50:01 +0000 2024","14","I 100% believe the reason why techbros are pushing AI art so fucking much its bc it is 300% easier than actually doing anything useful for society btw. Not only are they uncreative and dangerous to the wellbeing of artists theyre also lazy fucks trying another rich quick scheme","1773090117713895819","","","en","Bisexual Bichota y Bien Hpta","0","1","1","https://twitter.com/unchained_hound/status/1773090117713895819","1711081103560192000","unchained_hound"
"1775097827158311034","Tue Apr 02 09:47:56 +0000 2024","68","This app lets you pretend to read so you can pretend to learn. (It's intellectual vandalism and another shitty idea from the TechBros.)","1775097827158311034","","","en","Newcastle Upon Tyne, England","0","4","10","https://twitter.com/waitmanb/status/1775097827158311034","17898529","waitmanb"
"1773754253128962062","Fri Mar 29 16:49:03 +0000 2024","30","March Dump: Here we go https://t.co/ow8wzbxmii","1773754253128962062","https://pbs.twimg.com/media/GJ2kFVhXIAAr5s4.jpg","","en","Nigeria","0","1","3","https://twitter.com/__Jaytech/status/1773754253128962062","1697476254","__Jaytech"
"1772717162039214108","Tue Mar 26 20:08:01 +0000 2024","17","ffmpeg guy alone poasts more bangers in a week than bay area/blr techbros do in a year","1772717162039214108","","","en","Hell","0","2","0","https://twitter.com/TechMorningstar/status/1772717162039214108","1614685798317854720","TechMorningstar"
"1773486010292117984","Thu Mar 28 23:03:09 +0000 2024","5","gonna make a scifi game where the only surviving people are descendants of terminally online techbros who use words like based and grok as if they're normal things to say","1773486010292117984","","","en","","1","2","0","https://twitter.com/naenaegod420/status/1773486010292117984","852418949941743620","naenaegod420"
"1774072928285413803","Sat Mar 30 13:55:21 +0000 2024","160"," understands the potential dangers but unveils it anyway? Asinine irresponsible power-drunk coddled techbros like Altman will wreck the planet before thinking they just shouldn't.","1774072928285413803","","","en"," ","1","4","48","https://twitter.com/DisabilityStor1/status/1774072928285413803","1003838758221991936","DisabilityStor1"
"1775262947344052331","Tue Apr 02 20:44:04 +0000 2024","5","According to YIMBY techbros San Francisco is both Mao Socialist and beleaguered by a landlord named Dean Preston. Boys you re embarrassing yourselves.","1775262947344052331","","","en","Berkeley➡️SF TenderNob➡️Boston","0","1","1","https://twitter.com/TheBdNvestments/status/1775262947344052331","1308165892757487616","TheBdNvestments"
"1773311351248621593","Thu Mar 28 12:58:32 +0000 2024","4","@X_BEBEeth @elonmusk Because Liber Whites like techbros are the only demographic to have an Outgroup Bias instead of an Ingroup Bias. https://t.co/7CX05iYJIA","1773333852779332047","https://pbs.twimg.com/media/GJwlYvBXUAAU58S.jpg","X_BEBEeth","en","𐐤𐐭 𐐖𐐮𐑉𐐭𐑅𐐲𐑊𐐲𐑋","0","0","0","https://twitter.com/petalsgrace/status/1773333852779332047","1610706564649828366","petalsgrace"
"1773256555560866243","Thu Mar 28 07:51:23 +0000 2024","5","why are AIbros the most stupid subset of already stupid techbros","1773256555560866243","","","en","he/him","0","1","0","https://twitter.com/Kafka_Twigs/status/1773256555560866243","1413508859382190081","Kafka_Twigs"
"1775055030674133256","Tue Apr 02 06:57:52 +0000 2024","15","What I fail to understand is that how can these AI TechBros be like - AI is going to help Society (baseless promises / literal lies) while (facts) Individual Human Creatives + Industries are being negatively affected &amp; exploited by Supporters Devs &amp; Users of such Tech.","1775055030674133256","","","en","","0","1","9","https://twitter.com/ShadowXBlaster2/status/1775055030674133256","1749823374120165376","ShadowXBlaster2"
"1774451879348724199","Sun Mar 31 15:01:10 +0000 2024","0","do i really have to brand myself as techbros here? in this account?","1774451879348724199","","","en","","0","1","0","https://twitter.com/nawlayo/status/1774451879348724199","1221116886080868352","nawlayo"
"1774035965029527693","Sat Mar 30 11:28:28 +0000 2024","71","It's always cute when limp microdick techbros come into my DMs to tone police me for being condescending to clueless techbros as though they haven't been screaming learn to code in response to literally any critique of late stage capitalism for close to 20yrs.","1774035965029527693","","","en","Deck of the Sinking SS Twitter","0","8","4","https://twitter.com/ljmontello/status/1774035965029527693","3975345614","ljmontello"
"1773429554264023356","Thu Mar 28 19:18:49 +0000 2024","7","My eyeballs hurt. In fact I'd like to take the whole front of my face off and put it into cold water. Have the weird transhuman forever-young techbros invented a way to do that yet?","1773429554264023356","","","en","","0","2","0","https://twitter.com/TrattenRabbit/status/1773429554264023356","1325202529949511681","TrattenRabbit"
"1774139792256549225","Sat Mar 30 18:21:03 +0000 2024","3","Everyday I wake up glad to have never met an engineer who actually pays Elon Musk an ounce of respect and at best only tolerates him I feel like those kinds of people are idiot techbros who think they're infinitely smarter than they really are","1774139792256549225","","","en","","0","0","0","https://twitter.com/Khan2801/status/1774139792256549225","974782429482442752","Khan2801"
"1773345622394900970","Thu Mar 28 13:45:18 +0000 2024","1","techbros somehow gloating over an even worse solution to a problem that was already fixed 64 years ago","1773345622394900970","","","en","Solid Motor Assembly Building ","0","0","0","https://twitter.com/TheTitanIIIGuy/status/1773345622394900970","1278672637485559809","TheTitanIIIGuy"
"1775216364728308132","Tue Apr 02 17:38:57 +0000 2024","8","Techbros are hitlerites exhibit 2869294719","1775216364728308132","","","en","V | 26 ♂️","0","0","0","https://twitter.com/forestlemming/status/1775216364728308132","1520672958079029250","forestlemming"
"1773913739034767397","Sat Mar 30 03:22:47 +0000 2024","25","what's the word techbros tend to use when describing what they do? it's not entrepreneur but it's like that. I'm just blanking 'cause I'm sleepy as shit","1773913739034767397","","","en","Lawrence, KS","0","6","0","https://twitter.com/docsquiddy/status/1773913739034767397","1059805476542509057","docsquiddy"
"1773405133281587689","Thu Mar 28 17:41:46 +0000 2024","1","Pains me to admit it but the techbros were right sigh. AI is inevitable for developers better embrace it before it's too late","1773405133281587689","","","en","","0","4","0","https://twitter.com/SanogoalFC2/status/1773405133281587689","1000119099068837888","SanogoalFC2"
"1773316218121781589","Thu Mar 28 11:48:27 +0000 2024","0","What's the techbros version of chicken or egg? . . . App or idea.","1773316218121781589","","","en","Gurgaon, India","0","0","0","https://twitter.com/hyoo_mint/status/1773316218121781589","434289636","hyoo_mint"
"1773758719760662737","Fri Mar 29 17:06:48 +0000 2024","3","Techbros in 1970s: look we just gotta get used to leaded gasoline. This genie's not going back in the bottle!","1773758719760662737","","","en","Poland","0","0","1","https://twitter.com/shinosarna/status/1773758719760662737","633509038","shinosarna"
"1773007138899570994","Wed Mar 27 15:20:17 +0000 2024","10","one of the downsides of doing physics as a job is that theres inevitably going to be a bunch of annoying techbros as my coworkers","1773007138899570994","","","en","","0","1","0","https://twitter.com/yeeunyeeun140/status/1773007138899570994","1710288497318223872","yeeunyeeun140"
"1775017433277018325","Tue Apr 02 04:28:28 +0000 2024","0","you know i used to doubt my friend who put down the lesswrong rationalists and techbros as drastically overreaching in their claims at understanding things from first principles and so on but i'm beginning to believe it may just be that bad","1775017433277018325","","","en","Wollongong, New South Wales","0","2","0","https://twitter.com/IanGrygs/status/1775017433277018325","3102541148","IanGrygs"
"1774285905580417344","Sun Mar 31 04:01:39 +0000 2024","1","Cc: Techies-Techbros from #Bangalore who feel high of themselves that they cannot handle minor inconvenience during protest. https://t.co/3tQThOBK6M","1774285905580417344","https://pbs.twimg.com/media/GJ-Hn5eXcAAXsgt.jpg","","en","Republic of Cowbelt India","0","0","0","https://twitter.com/kampfer_speaks/status/1774285905580417344","1528781304442912769","kampfer_speaks"
"1775551763090739388","Wed Apr 03 15:51:43 +0000 2024","1","Techbros ruined the entire appeal of the falling in love with an AI fantasy. I want a freaky machine partner that's a killer android sent from the future to kill me but decided to keep me as a pet instead not cleverbot with extra copyright infringement.","1775551763090739388","","","en","mosslet queendom","0","0","0","https://twitter.com/mosskiddo/status/1775551763090739388","2534350277","mosskiddo"
"1772689541284946300","Tue Mar 26 18:18:16 +0000 2024","4","Can't even look up references anymore without getting dogshit malformed bullshit from techbros fuck yalllll","1772689541284946300","","","en","554.5 Light Years away","0","0","1","https://twitter.com/Astraea_Antares/status/1772689541284946300","1083245836090396672","Astraea_Antares"
"1773323049896411648","Thu Mar 28 12:15:36 +0000 2024","1","The thread is like David Attenborough tracks techbros through their natural environment...","1773323049896411648","","","en","","0","0","0","https://twitter.com/TaoOfGir/status/1773323049896411648","1428471958832885765","TaoOfGir"
"1773971711110627427","Sat Mar 30 07:13:09 +0000 2024","2","Techbros ruin everything DA account deleted two years ago good riddance :3","1773971711110627427","","","en","Port-Aux-Pêches 🍑","0","1","0","https://twitter.com/the_cuix/status/1773971711110627427","1430826169734209543","the_cuix"
"1775162040690057710","Tue Apr 02 14:03:15 +0000 2024","76","Techbros will be like use AI and use system two thinking and delegate decision making but tell me which AI or super computer in this world can look at the 3 day old curd in my fridge and recommend I make morkozhambu?","1775162080535912915","","Full_Meals","en","Heart in Madras, Body in AMD","1","4","2","https://twitter.com/Full_Meals/status/1775162080535912915","28347755","Full_Meals"
"1774917975801315809","Mon Apr 01 21:53:16 +0000 2024","23","I understand why this choice was made but jeez I hate seeing us cede the term AI to the TechBros","1774917975801315809","","","en","","0","3","1","https://twitter.com/LukeD/status/1774917975801315809","179523","LukeD"
"1773830626032128434","Fri Mar 29 21:52:32 +0000 2024","94","Hydrogen bomb vs coughing baby where the coughing baby is VC techbros with slide decks and snazzy PR videos and the hydrogen bomb is the Telegram channel of a Ukrainian FPV manufacturer","1773830626032128434","","","en","Burgertown, Freedomland","0","1","6","https://twitter.com/ABeardedPanda/status/1773830626032128434","2399296796","ABeardedPanda"
"1775548746824130622","Wed Apr 03 15:39:44 +0000 2024","1","condemning millions to preventable premature death to own the techbros","1775548746824130622","","","en","San Junipero, TCKR","0","0","0","https://twitter.com/gojomo/status/1775548746824130622","794767","gojomo"
"1773358104089952294","Thu Mar 28 14:34:54 +0000 2024","4","I've been trying to read 'The Maniac' for months but I can't go any further. Insufferable techbros fanfiction. I've been to conference dinners with more complex -and less pedantic- characters. Pairs well with 'Oppenheimer'.","1773358104089952294","","","en","London","0","3","0","https://twitter.com/DanteKalise/status/1773358104089952294","1426567817999048705","DanteKalise"
"1773050333528252718","Thu Mar 28 06:29:30 +0000 2024","3","@Crusader5414 @asuph the techbros bro was talking about https://t.co/VO2AIrDOWV","1773235949163471282","https://pbs.twimg.com/tweet_video_thumb/GJvMsiDWAAA5A2S.jpg","Crusader5414","en","","0","1","0","https://twitter.com/thecoalt/status/1773235949163471282","1067688392","thecoalt"
"1774547418937266684","Sun Mar 31 21:36:56 +0000 2024","24","This is soulless garbage made for other AI techbros to jerk off to or slop made to give to ipad babies. But there *was* work put in to making it it's just time and effort wasted.","1774551475907084780","","Hime_Takamura","en","We're so back","0","4","2","https://twitter.com/Hime_Takamura/status/1774551475907084780","110215409","Hime_Takamura"
"1774627431955259702","Mon Apr 01 02:38:45 +0000 2024","5","I've been feeling so negative about the future lately Not only has the basic millennial's (and beyond)'s future been ruined by boomers but techbros as well as they destroy the very infrastructure that was built up by Gen X","1774627431955259702","","","en","Chapter 2 Victim","0","1","1","https://twitter.com/keybug55/status/1774627431955259702","704300065","keybug55"
"1775542100840345949","Wed Apr 03 15:13:19 +0000 2024","2","Honestly can't wait until the AI chatbots all turn out to be some underpaid guys in India. It seems like the best way to trick techbros into accidentally thinking of workers as people.","1775542100840345949","","","en","Birmingham, England","0","0","0","https://twitter.com/WordMercenary/status/1775542100840345949","16886835","WordMercenary"
"1773417855440003323","Thu Mar 28 18:32:19 +0000 2024","11","Every three years a new grifter emerges onto the scene by validating the greediest BS you've heard of and like clockwork techbros upgrade their father figures instead of going to therapy and confronting their own fathers.","1773417855440003323","","","en","The Dark Place ","0","0","1","https://twitter.com/FullFatYoghurt/status/1773417855440003323","1675142938815500288","FullFatYoghurt"
"1774719354036232296","Mon Apr 01 08:44:01 +0000 2024","34"," If you're not a climate advocate .....you're on the wrong side of history.......... Your family friends and children won't forgive you. We have a catastrophic crisis. We aren't realising just how bad it is. Remember the techbros are NOT your friends. Be aware of that.","1774719354036232296","","","en","TELFORD UK","0","6","13","https://twitter.com/rhosking252/status/1774719354036232296","952636350158819328","rhosking252"
"1775076677103636704","Tue Apr 02 08:23:53 +0000 2024","2","can this cunt fuck off to california and get back to sucking off techbros sharpish","1775076677103636704","","","en","yer dad","0","1","0","https://twitter.com/catphone3/status/1775076677103636704","1277951839061803008","catphone3"
"1774757808564805894","Mon Apr 01 11:16:49 +0000 2024","1","please delete this I don't want more techbros moving into the city","1774757808564805894","","","en","☭ 🏳️‍🌈♋🇮🇳|23+2","0","0","0","https://twitter.com/dontknwwhat/status/1774757808564805894","1146797390180962304","dontknwwhat"
"1773770247230607440","Fri Mar 29 17:52:36 +0000 2024","2","I stg every man in Austin looks like a copy paste version of the same ten techbros and characters from Succession","1773770247230607440","","","en","Right behind you :3","0","0","0","https://twitter.com/PupsRoom/status/1773770247230607440","1638042777861644290","PupsRoom"
"1773783428263034948","Fri Mar 29 18:44:59 +0000 2024","1","The level of delusion among techbros lol.","1773783428263034948","","","en","India ","0","1","0","https://twitter.com/__itya/status/1773783428263034948","2479985552","__itya"
"1772868160825466971","Wed Mar 27 06:08:02 +0000 2024","2","Techbros would press a big red button that says Button that opens Pandora's box ends the world and causes everyone's pillow to be warm https://t.co/vrZm35Ilnk","1772868160825466971","https://pbs.twimg.com/media/GJp-MhGakAA4F2x.jpg","","en","California, USA","0","0","0","https://twitter.com/hamburger317/status/1772868160825466971","1239951989875720194","hamburger317"
"1775003797745467734","Tue Apr 02 03:34:18 +0000 2024","0","you cant secure money if all you have is techbros.","1775003797745467734","","","en","flashbots is pure fraud","0","0","0","https://twitter.com/0xflashmine/status/1775003797745467734","2303764388","0xflashmine"
"1775283385146962227","Tue Apr 02 22:05:16 +0000 2024","1","Jet Jaguar is the AI we wanted instead of the market disruption of the arts by techbros","1775283385146962227","","","en","New Jersey","0","0","0","https://twitter.com/Phantomcrossing/status/1775283385146962227","24281877","Phantomcrossing"
"1773668861847498946","Fri Mar 29 11:09:44 +0000 2024","5","He is absolutely spot on imagine having such a tremendous team in the past and now you have only one thing to show that is a fanbase consisting of frustrated techbros from bengalore","1773668861847498946","","","en","࿗","0","0","0","https://twitter.com/daalbatifc/status/1773668861847498946","1523709814890590208","daalbatifc"
"1775217131761672193","Tue Apr 02 17:42:00 +0000 2024","2","Another D&amp;D group I'm in has decided to ban the posting of AI generated images. The meltdown from the few techbros in the group is just great to see happen.","1775217131761672193","","","en","","0","0","0","https://twitter.com/meatguyf/status/1775217131761672193","3091315323","meatguyf"
"1774031035119894530","Sat Mar 30 11:08:53 +0000 2024","4","anyone calling this a scam obv doesn't realise that it's completely ethical to scam bangalore techbros. more power to this gentleman.","1774031035119894530","","","en","Berlin, Germany","0","0","0","https://twitter.com/criticism_kumar/status/1774031035119894530","3191020159","criticism_kumar"
"1773232552972595304","Thu Mar 28 06:16:00 +0000 2024","9","A crypto guy who happens to be a Nolan stan calling others dumb is kind of rich. But hey techbros are an immense source of entertainment.","1773232552972595304","","","en","Neo fascist nation. ","0","3","0","https://twitter.com/asuph/status/1773232552972595304","14448856","asuph"
"1773928587499880637","Sat Mar 30 04:21:47 +0000 2024","0","not only do we have to live in the world techbros built but they also aren't satisfied and won't rest until they buy out people with real principles https://t.co/kD9OW5RkhZ","1773928587499880637","https://pbs.twimg.com/media/GJ5CpcsXgAAY1d2.jpg","","en","Boston, MA","0","0","0","https://twitter.com/moderatelycold/status/1773928587499880637","798309622436233216","moderatelycold"
"1773364875663651099","Thu Mar 28 15:01:48 +0000 2024","2","TeChBrOs ruin everything. We used to have a cute little photo-sharing thingy and now it s an eCoM fyre festival. No I don t want to join your broadcast channel. ","1773364875663651099","","","en","Haldimand Tract (Waterloo)","0","0","0","https://twitter.com/sallyjaybird/status/1773364875663651099","79895592","sallyjaybird"
